StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q30,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q31,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q20,Q18,Q19,Q19_6_TEXT,Q26,Q21,Q22,Q21,Q25,Q25_17_TEXT,Q23,Q24,Q25,Q16_1,Q16_2,Q16_3
2020-10-10 00:01:22,2020-10-10 00:13:34,IP Address,24.90.194.171,44,731,False,2020-10-17 00:13:41,R_3NTWFSJWQcEoM9G,,,,,,,anonymous,EN,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Strongly Agree,Neutral,False,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,False,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10 04:33:46,2020-10-10 04:38:33,IP Address,148.74.250.22,20,287,False,2020-10-17 04:38:48,R_3R4lqSWlosmNkKc,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10 06:00:28,2020-10-10 06:04:17,IP Address,69.120.58.163,20,229,False,2020-10-17 06:04:56,R_1IEg4qWRnpKAxT5,,,,,,,anonymous,EN,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 15:34:07,2020-10-10 10:10:43,IP Address,174.44.55.166,12,153396,False,2020-10-17 10:11:00,R_2VaxGEDDMMrBKne,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-17 14:43:15,2020-10-17 14:52:27,IP Address,174.225.19.10,100,552,True,2020-10-17 14:52:28,R_3qribmDIz5SlIGf,,,,,40.64190673828125,-74.38680267333984375,anonymous,EN,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,False,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,False,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,25-34 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$25,000 to $34,999",Yes,"Rock,Hip hop,Heavy metal,R&B",,"$0,Less than $25,$25 to $50",$0,$0,2,-2,-1
2020-10-10 18:29:32,2020-10-10 18:33:54,IP Address,99.203.119.2,20,261,False,2020-10-17 18:33:59,R_2vddRkWJcpP7gTQ,,,,,,,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10 23:33:34,2020-10-10 23:33:40,IP Address,50.76.65.177,4,5,False,2020-10-17 23:33:46,R_2BqW4icO9rraWZw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10 23:32:46,2020-10-10 23:39:21,IP Address,174.225.12.113,28,394,False,2020-10-17 23:39:36,R_Y9xWdCHZFtWwrWV,,,,,,,anonymous,EN,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Agree,True,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18 07:30:56,2020-10-18 07:38:39,IP Address,69.120.202.224,100,463,True,2020-10-18 07:38:39,R_Zz1ACmak5pANaTv,,,,,40.99310302734375,-74.30879974365234375,anonymous,EN,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,True,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Neutral,Strongly Disagree,True,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,45-54 years old,Non-binary,"White,Asian / Pacific Islander",,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,,No,"Pop,Rock,Hip hop,Jazz,Blues,Folk,Heavy metal,Musical theater,Classical,Country,R&B,EDM,Other",world,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25","$0,Less than $25",-1,2,2
2020-10-11 12:29:08,2020-10-11 12:29:22,IP Address,174.225.4.166,4,13,False,2020-10-18 12:29:30,R_3iJa35S7HA4mrRW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11 20:42:52,2020-10-11 20:43:06,IP Address,74.105.163.243,8,13,False,2020-10-18 20:43:29,R_3e1Q1dzGZnoVJZN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 09:17:27,2020-10-12 09:18:50,IP Address,148.74.147.1,4,82,False,2020-10-19 09:18:54,R_1OV1pfrmNHvAGcg,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10 21:41:58,2020-10-12 09:45:55,IP Address,98.163.227.89,44,129837,False,2020-10-19 09:46:14,R_RkOQNCNGbfDYumR,,,,,,,anonymous,EN,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,True,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,False,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 21:44:47,2020-10-12 21:44:58,IP Address,74.105.163.243,8,10,False,2020-10-19 21:45:36,R_30v0B2I0xeHEQPB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20 10:03:54,2020-10-20 10:15:54,IP Address,149.151.91.88,100,720,True,2020-10-20 10:15:54,R_2bOUbVRYP38sR8F,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,False,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,False,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,R&B",,$100 to $250,$0,$0,2,2,2
2020-10-14 11:54:09,2020-10-14 11:54:32,IP Address,174.198.230.134,4,23,False,2020-10-21 11:54:46,R_21Al7b7xuSWenZp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14 13:52:39,2020-10-14 13:52:49,IP Address,149.151.83.219,8,10,False,2020-10-21 13:53:04,R_3rHabIcBhP2TqvG,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14 17:39:19,2020-10-14 17:39:25,IP Address,73.29.19.8,8,6,False,2020-10-21 17:39:41,R_3J8D8POKcEH56MF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14 18:40:02,2020-10-14 18:43:16,IP Address,69.248.174.76,28,193,False,2020-10-21 18:43:17,R_2CpvYZCckvYQoCp,,,,,,,anonymous,EN,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,False,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21 18:32:33,2020-10-21 18:48:51,IP Address,100.35.41.156,100,978,True,2020-10-21 18:48:51,R_Qc8VEDKpPURlMEp,,,,,40.585906982421875,-74.683197021484375,anonymous,EN,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,True,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,False,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,25-34 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$75,000 to $99,999",No,"Pop,Rock",,$100 to $250,$50 to $100,$25 to $50,-1,1,2
2020-10-14 19:18:14,2020-10-14 19:18:20,IP Address,100.35.192.116,8,6,False,2020-10-21 19:22:18,R_3M09ZeV4LUtJWb1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 10:52:53,2020-10-22 11:25:05,IP Address,24.228.141.78,100,1931,True,2020-10-22 11:25:05,R_xFKpN6SpWDmSfe1,,,,,40.9864044189453125,-74.05889892578125,anonymous,EN,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,False,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,False,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,18-24 years old,Male,"White,Hispanic or Latino,Asian / Pacific Islander",,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",Yes,"Pop,Rock,Hip hop,Jazz,Blues,Musical theater,Classical,R&B,EDM",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50","$0,Less than $25,$25 to $50",-1,1,2
2020-10-15 11:20:06,2020-10-15 11:25:51,IP Address,24.44.67.132,28,345,False,2020-10-22 11:26:14,R_3GcFAnkh1gizbbt,,,,,,,anonymous,EN,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,False,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 12:32:22,2020-10-22 12:39:25,IP Address,149.151.67.2,100,423,True,2020-10-22 12:39:25,R_daHp585hTPkaYnv,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,False,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,False,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Hip hop,Classical,Country",,"$25 to $50,$50 to $100,$100 to $250","$25 to $50,$50 to $100",$25 to $50,-1,1,2
2020-10-22 12:45:58,2020-10-22 12:51:24,IP Address,69.120.100.221,100,325,True,2020-10-22 12:51:24,R_2xK7F87BnIl6xoI,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,False,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,False,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Jazz,Heavy metal,Musical theater,Classical,R&B",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500","$0,Less than $25","$0,Less than $25",-1,2,2
2020-10-22 12:49:13,2020-10-22 13:00:30,IP Address,64.18.9.201,100,676,True,2020-10-22 13:00:30,R_CjcUwA4dc246K1H,,,,,40.7808990478515625,-73.95020294189453125,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Neutral,True,Neutral,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,False,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,25-34 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$35,000 to $49,999",Yes,"Pop,Rock,Hip hop,Jazz,Blues,Folk,Musical theater,Classical,R&B,Other",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250",Less than $25,"$0,Less than $25,$25 to $50,$50 to $100",,2,2
2020-10-22 12:38:14,2020-10-22 13:11:22,IP Address,68.33.132.40,100,1988,True,2020-10-22 13:11:23,R_22Y2l1sJgoA2KED,,,,,39.29339599609375,-75.60179901123046875,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,False,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Somewhat Agree,Neutral,False,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Musical theater,Country,R&B,EDM",,$100 to $250,$25 to $50,Less than $25,1,0,1
2020-10-22 13:27:21,2020-10-22 13:31:13,IP Address,204.11.141.226,100,231,True,2020-10-22 13:31:13,R_2ZP0CrqKGMB1O42,,,,,40.7957000732421875,-77.8618011474609375,anonymous,EN,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,False,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,False,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,18-24 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Heavy metal,Classical,Country,EDM",,$100 to $250,$0,$0,0,-2,2
2020-10-22 13:31:32,2020-10-22 13:45:32,IP Address,107.77.204.135,100,839,True,2020-10-22 13:45:32,R_BDPne869TpaOkgh,,,,,38.8574066162109375,-77.09999847412109375,anonymous,EN,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,True,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,False,Neutral,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,18-24 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Jazz,Blues,Musical theater,Classical,R&B",,$25 to $50,Less than $25,$0,-2,1,2
